QID,Question_Text,Source_Sheet
AR_186,"Rate the maturity of your governance structure for maintaining AI resource documentation, covering ownership, review frequency, approval mechanisms, change management, and audit verification.",MAIN QUESTIONS
AR_187,"During decommissioning, are automated API-discovery tools utilized to verify that all orphaned endpoints and service accounts associated with the retired model are explicitly destroyed?",MAIN QUESTIONS
AR_188,Are cryptographic watermarks or automated metadata lineage tags mathematically enforced to prevent unauthorized or unlicensed data from entering the training pipeline?,MAIN QUESTIONS
AR_189,"Are datasets strictly categorized, segregated, and version-controlled based on lifecycle purpose (e.g., training vs. production), utilizing a unified, searchable namespace to prevent cross-contamination?",MAIN QUESTIONS
AR_190,Is Demographic Parity or Equalized Odds mathematically measured and enforced within the feature store prior to model ingestion?,MAIN QUESTIONS
AR_191,Is a quantitative Data Quality Index (DQI) dashboard maintained and reviewed monthly by the executive risk committee to track enterprise-wide AI data health?,MAIN QUESTIONS
AR_192,Does the organization employ automated cryptographic shredding or verified data destruction protocols to ensure AI training data is irretrievably purged when retention periods expire?,MAIN QUESTIONS
AR_193,"Is the margin of error, hallucination rate, and statistical validity of synthetic data formally mathematically validated against a trusted real-world ground-truth holdout set prior to model training?",MAIN QUESTIONS
AR_194,"Are third-party data providers, annotation vendors, and labeling services formally identified, assessed within the resource inventory, and subject to contractual controls, QA, audit, and bias monitoring?",MAIN QUESTIONS
AR_195,"Are automated discovery tools, network scanners, or API gateway analyzers deployed to continuously detect and flag 'shadow AI' or unauthorized models operating outside the official inventory?",MAIN QUESTIONS
AR_196,"Are externally sourced AI APIs, foundation models, or managed AI services formally documented with provider details, model versions, SLAs, data processing terms, and exit/portability considerations?",MAIN QUESTIONS
AR_197,"When personal, confidential, or regulated data is transmitted to external AI APIs or foundation model providers, are data minimization, anonymization, contractual data processing agreements, and jurisdictional controls formally applied?",MAIN QUESTIONS
AR_198,Does the organization require cryptographically signed Software Bills of Materials (SBOMs) from all third-party AI vendors before their models are permitted onto the corporate network?,MAIN QUESTIONS
AR_199,"Are open-source AI libraries, frameworks, and third-party code formally evaluated against an enforced licensing policy covering compatibility, attribution, and commercial use restrictions before integration?",MAIN QUESTIONS
AR_200,"How would you assess the organization's concentration and lock-in risk arising from dependency on a single AI tooling vendor, cloud provider, or model supplier?",MAIN QUESTIONS
AR_201,"What percentage of AI system computing requirements - including CPU, GPU, memory, storage, networking, and scalability thresholds - formally defined, reviewed, and approved prior to deployment??",MAIN QUESTIONS
AR_202,"Has the organization identified its primary AI hosting environment(s) - on-premises, cloud, hybrid, or edge - and formally evaluated the associated vendor concentration, resilience, failover, and continuity risks?",MAIN QUESTIONS
AR_203,"Is there a formally documented and tested resilience, redundancy, and failover strategy in place to maintain continuity of AI services during infrastructure failures or service disruptions?",MAIN QUESTIONS
AR_204,Have automated FinOps guardrails and hard spending limits been technically enforced within the cloud environment to prevent runaway infrastructure costs during unforeseen spikes in AI compute demand?,MAIN QUESTIONS
AR_205,"Are the environmental impacts of major AI workloads (including energy, water usage, and carbon emissions) continuously measured, formally reported, and explicitly evaluated against corporate ESG sustainability targets prior to workload approval?",MAIN QUESTIONS
AR_206,Are automated access control triggers implemented to immediately revoke AI system deployment and administrative privileges if a designated lifecycle owner or risk validator changes roles or leaves the organization?,MAIN QUESTIONS
AR_207,"Are sufficient personnel formally assigned to cover all AI governance functions, including development, risk assessment, validation, monitoring, and oversight?",MAIN QUESTIONS
AR_208,"Does the organization cryptographically hash or securely centralize human-in-the-loop (HITL) approval logs to prevent tampering, deletion, or unauthorized retroactive approval of high-stakes AI decisions?",MAIN QUESTIONS
AR_209,What percentage of AI systems have automated funding or resourcing for external AI risk management consultants technically triggered if internal workforce competency gaps cannot be fully remediated prior to the scheduled deployment of a high-risk system??,MAIN QUESTIONS
AR_210,"Has the organization conducted a formal competency assessment to identify AI-related skill gaps within governance functions, and actively implemented a documented remediation, training, or external hiring plan?",MAIN QUESTIONS
AR_211,"Are external AI contractors, consultants, offshore teams, or managed service providers formally included in AI resource documentation with defined roles, responsibilities, and oversight controls?",MAIN QUESTIONS
AR_212,"Are changes to AI models, datasets, infrastructure, tooling, or external AI providers subject to formal change management processes including version control, impact assessment, validation testing, and documented approval?",MAIN QUESTIONS
AR_213,What percentage of AI systems has the organization formally established and implemented an ai impact assessment process that applies to all in-scope ai systems prior to deployment?,MAIN QUESTIONS
AR_214,"Are automated workflow management tools utilized to enforce hard gating, ensuring no AI system can be promoted to production without a cryptographically signed or formally logged approval of its completed Impact Assessment?",MAIN QUESTIONS
AR_215,"Are AI systems formally categorized by defined impact severity levels (low, medium, high) with documented criteria consistently applied across all in-scope systems, and are the identified impact categories - including harm, bias, privacy, safety, and regulatory exposure - formally documented?",MAIN QUESTIONS
AR_216,"Does the AI impact assessment explicitly evaluate potential harm to individuals—including disproportionate or indirect effects on vulnerable populations—covering discrimination, financial, safety, and psychological harm, while formally identifying all materially affected stakeholder groups?",MAIN QUESTIONS
AR_217,"Are potential societal, economic, environmental, systemic, and long-term downstream impacts of AI systems evaluated and documented?",MAIN QUESTIONS
AR_218,"What percentage of high-impact AI systems are identified have additional safeguards formally defined and implemented, including human oversight, bias testing, privacy controls, explainability mechanisms, monitoring alerts, and kill-switch capability??",MAIN QUESTIONS
AR_219,"Are residual AI risks - post-mitigation - formally documented, approved by authorized decision-makers, assessed against the organization's defined risk tolerance, and recorded with an overall residual risk rating?",MAIN QUESTIONS
AR_220,"Are AI impact assessments subject to both periodic reviews at defined intervals and event-triggered reassessment - covering model changes, incidents, new regulatory requirements, performance degradation, and stakeholder complaints?",MAIN QUESTIONS
AR_221,Rate the maturity of your Are impact assessment outcomes formally integrated into the organization's AI risk register and enterprise risk management processes.,MAIN QUESTIONS
AR_222,"Are impact assessment documentation records maintained in a controlled repository with version control, ownership assignment, retention periods, and audit traceability?",MAIN QUESTIONS
