QID,Option_Order,Answer_Option
AR_175,3,4-5 (High/Strong)
AR_175,4,Not Applicable
AR_176,1,Yes - Backup personnel formally documented
AR_176,2,Partial - Backup personnel partially documented
AR_176,3,No - No backup personnel identified
AR_176,4,Not Applicable - No governance functions
AR_177,1,Yes - Auto-provisioned forensic environments
AR_177,2,Partial - Forensic environments partially automated
AR_177,3,No - No forensic environments
AR_177,4,Not Applicable - No incident response
AR_178,1,Yes - Policy integrated into procurement
AR_178,2,Partial - Procurement integration partially enforced
AR_178,3,No - No procurement integration
AR_178,4,Not Applicable - No AI policy
AR_179,1,Yes - Comprehensive audit documentation maintained
AR_179,2,Partial - Limited documentation maintained
AR_179,3,No - No audit documentation
AR_179,4,Not Applicable - No AI systems
AR_180,1,Yes - Mandatory training with assessments
AR_180,2,Partial - Training without assessments
AR_180,3,No - No AI training
AR_180,4,Not Applicable - No AI usage
AR_181,1,Yes - Mandatory specialized training required
AR_181,2,Partial - Training partially enforced
AR_181,3,No - No specialized training
AR_181,4,Not Applicable - No production development
AR_182,1,Yes - Training linked to access controls
AR_182,2,Partial - Manual access reviews
AR_182,3,No - No training-access linkage
AR_182,4,Not Applicable - No AI tools
AR_183,1,1-2 (Low/Limited)
AR_183,2,3 (Moderate)
AR_183,3,4-5 (High/Strong)
AR_183,4,Not Applicable
AR_184,1,Yes - Centralized version-controlled register
AR_184,2,Partial - Incomplete or decentralized register
AR_184,3,No - No AI register
AR_184,4,Not Applicable - No AI systems
AR_185,1,Yes - Resources mapped to lifecycle phases
AR_185,2,Partial - Partial lifecycle mapping
AR_185,3,No - No lifecycle mapping
AR_185,4,Not Applicable - No AI resources
AR_186,1,1-2 (Low/Limited)
AR_186,2,3 (Moderate)
AR_186,3,4-5 (High/Strong)
AR_186,4,Not Applicable
AR_187,1,Yes - Automated API discovery enforced
AR_187,2,Partial - Verification partially automated
AR_187,3,No - No decommissioning verification
AR_187,4,Not Applicable - No model retirements
AR_188,1,Yes - Crypto watermarks enforced
AR_188,2,Partial - Metadata tracking without enforcement
AR_188,3,No - No watermarking
AR_188,4,Not Applicable - No training pipelines
AR_189,1,Yes - Strict categorization and version control
AR_189,2,Partial - Basic categorization without version control
AR_189,3,No - No dataset segregation
AR_189,4,Not Applicable - No multiple datasets
AR_190,1,Yes - Parity mathematically measured and enforced
AR_190,2,Partial - Measured without enforcement
AR_190,3,No - No parity measurement
AR_190,4,Not Applicable - No fairness requirements
AR_191,1,Yes - DQI dashboard reviewed monthly
AR_191,2,Partial - Dashboard without executive review
AR_191,3,No - No DQI dashboard
AR_191,4,Not Applicable - No AI data
AR_192,1,Yes - Automated cryptographic shredding
AR_192,2,Partial - Destruction partially automated
AR_192,3,No - No secure destruction
AR_192,4,Not Applicable - No retention requirements
AR_193,1,Yes - Formal validation against ground-truth
AR_193,2,Partial - Basic validation without ground-truth
AR_193,3,No - No validation
AR_193,4,Not Applicable - No synthetic data
AR_194,1,Yes - Formal assessment with monitoring
AR_194,2,Partial - Identified without full controls
AR_194,3,No - No third-party assessment
AR_194,4,Not Applicable - No third-party providers
AR_195,1,Yes - Automated shadow AI detection
AR_195,2,Partial - Detection partially automated
AR_195,3,No - No shadow AI detection
AR_195,4,Not Applicable - No AI inventory
AR_196,1,Yes - Comprehensive external service documentation
AR_196,2,Partial - Basic provider documentation
AR_196,3,No - No external service documentation
AR_196,4,Not Applicable - No external AI services
AR_197,1,Yes - Comprehensive data protection controls
AR_197,2,Partial - Limited protection controls
AR_197,3,No - No protection controls
AR_197,4,Not Applicable - No external data transmission
AR_198,1,Yes - Signed SBOMs required
AR_198,2,Partial - SBOMs requested not required
AR_198,3,No - No SBOM requirements
AR_198,4,Not Applicable - No third-party AI vendors
AR_199,1,Yes - Licensing policy enforced
AR_199,2,Partial - Licensing policy partially enforced
AR_199,3,No - No licensing evaluation
AR_199,4,Not Applicable - No open-source usage
AR_200,1,Yes - Concentration risk formally assessed
AR_200,2,Partial - Informal risk awareness
AR_200,3,No - No concentration assessment
AR_200,4,Not Applicable - No vendor dependency
AR_201,1,Low (0-33%)
AR_201,2,Moderate (34-66%)
AR_201,3,High (67-100%)
AR_201,4,Not Applicable
AR_202,1,Yes - Hosting risks formally evaluated
AR_202,2,Partial - Hosting identified without evaluation
AR_202,3,No - No hosting evaluation
AR_202,4,Not Applicable - No AI hosting
AR_203,1,Yes - Documented and tested resilience strategy
AR_203,2,Partial - Strategy documented not tested
AR_203,3,No - No resilience strategy
AR_203,4,Not Applicable - No critical AI services
AR_204,1,Yes - Automated spending limits enforced
AR_204,2,Partial - Alerts without hard limits
AR_204,3,No - No spending controls
AR_204,4,Not Applicable - No cloud infrastructure
AR_205,1,Yes - Impacts measured and evaluated
AR_205,2,Partial - Measured without evaluation
AR_205,3,No - No environmental measurement
AR_205,4,Not Applicable - No ESG targets
AR_206,1,Yes - Auto revocation on role changes
AR_206,2,Partial - Revocation partially automated
AR_206,3,No - No automated revocation
AR_206,4,Not Applicable - No designated owners
AR_207,1,Yes - Sufficient personnel formally assigned
AR_207,2,Partial - Partial coverage with gaps
AR_207,3,No - No personnel assigned
AR_207,4,Not Applicable - No governance functions
AR_208,1,Yes - Crypto-secured HITL logs
AR_208,2,Partial - Centralized without crypto protection
AR_208,3,No - No HITL log protection
AR_208,4,Not Applicable - No HITL approvals
AR_209,1,Low (0-33%)
AR_209,2,Moderate (34-66%)
AR_209,3,High (67-100%)
AR_209,4,Not Applicable
AR_210,1,Yes - Assessment with remediation plan
AR_210,2,Partial - Assessment without remediation
AR_210,3,No - No competency assessment
AR_210,4,Not Applicable - No governance functions
AR_211,1,Yes - External resources formally documented
AR_211,2,Partial - Informal tracking only
AR_211,3,No - No external resource documentation
AR_211,4,Not Applicable - No external resources
AR_212,1,Yes - Formal change management enforced
AR_212,2,Partial - Change management partially enforced
AR_212,3,No - No change management
AR_212,4,Not Applicable - No AI changes
AR_213,1,Low (0-33%)
AR_213,2,Moderate (34-66%)
AR_213,3,High (67-100%)
AR_213,4,Not Applicable
AR_214,1,Yes - Automated gating enforced
AR_214,2,Partial - Gating partially automated
AR_214,3,No - No gating controls
AR_214,4,Not Applicable - No production promotions
AR_215,1,Yes - Formal categorization with criteria
AR_215,2,Partial - Informal categorization
AR_215,3,No - No impact categorization
AR_215,4,Not Applicable - No AI systems
AR_216,1,Yes - Comprehensive harm evaluation
AR_216,2,Partial - Limited harm assessment
AR_216,3,No - No harm evaluation
AR_216,4,Not Applicable - No impact assessments
AR_217,1,Yes - Comprehensive impact evaluation documented
AR_217,2,Partial - Limited impact evaluation
AR_217,3,No - No impact evaluation
AR_217,4,Not Applicable - No AI systems
AR_218,1,Low (0-33%)
AR_218,2,Moderate (34-66%)
AR_218,3,High (67-100%)
AR_218,4,Not Applicable
AR_219,1,Yes - Residual risks formally documented
AR_219,2,Partial - Informal risk tracking
AR_219,3,No - No residual risk documentation
AR_219,4,Not Applicable - No risk mitigation
AR_220,1,Yes - Periodic and event-triggered reviews
AR_220,2,Partial - Periodic reviews only
AR_220,3,No - No reassessment process
AR_220,4,Not Applicable - No impact assessments
AR_221,1,1-2 (Low/Limited)
AR_221,2,3 (Moderate)
AR_221,3,4-5 (High/Strong)
AR_221,4,Not Applicable
AR_222,1,Yes - Controlled repository with version control
AR_222,2,Partial - Basic documentation storage
AR_222,3,No - No controlled repository
AR_222,4,Not Applicable - No impact assessments
AR_223,1,Yes - Stakeholders formally consulted
AR_223,2,Partial - Limited stakeholder engagement
AR_223,3,No - No stakeholder consultation
AR_223,4,Not Applicable - No impact assessments
AR_224,1,Yes - Learnings systematically incorporated
AR_224,2,Partial - Learnings partially incorporated
AR_224,3,No - No learning incorporation
AR_224,4,Not Applicable - No impact assessments
AR_225,1,Yes - Formal comparison process enforced
AR_225,2,Partial - Informal monitoring only
AR_225,3,No - No impact comparison
AR_225,4,Not Applicable - No deployments
AR_226,1,Yes - Automated tools with validation
AR_226,2,Partial - Tools without validation
AR_226,3,No - No automated tools
AR_226,4,Not Applicable - No vulnerable populations
AR_227,1,Yes - Business impacts formally assessed
AR_227,2,Partial - Limited impact assessment
AR_227,3,No - No business impact assessment
AR_227,4,Not Applicable - No AI systems
AR_228,1,Yes - Jurisdictional impacts evaluated
AR_228,2,Partial - Limited jurisdictional review
AR_228,3,No - No jurisdictional assessment
AR_228,4,Not Applicable - Single jurisdiction only
AR_229,1,Yes - Automated compliance controls enforced
AR_229,2,Partial - Manual compliance processes
AR_229,3,No - No geofencing controls
AR_229,4,Not Applicable - Single jurisdiction only
AR_230,1,Yes - Auto-generated system cards presented
AR_230,2,Partial - Static documentation only
AR_230,3,No - No transparency labels
AR_230,4,Not Applicable - No user-facing systems
AR_231,1,Low (0-33%)
AR_231,2,Moderate (34-66%)
AR_231,3,High (67-100%)
AR_231,4,Not Applicable
AR_232,1,Yes - Entry/exit criteria enforced
AR_232,2,Partial - Criteria defined not enforced
AR_232,3,No - No stage criteria
AR_232,4,Not Applicable - No lifecycle stages
AR_233,1,Yes - Exception protocols formally defined
AR_233,2,Partial - Exception protocols partially defined
AR_233,3,No - No exception protocols
AR_233,4,Not Applicable - No lifecycle controls
AR_234,1,Low (0-33%)
AR_234,2,Moderate (34-66%)
AR_234,3,High (67-100%)
AR_234,4,Not Applicable
AR_235,1,Yes - Auto circuit breakers enforced
AR_235,2,Partial - Circuit breakers partially implemented
AR_235,3,No - No circuit breakers
AR_235,4,Not Applicable - No training pipelines
AR_236,1,Yes - Independent review with audits
AR_236,2,Partial - Internal review only
AR_236,3,No - No feature review
AR_236,4,Not Applicable - No feature engineering
AR_237,1,Yes - Full reproducibility enforced
AR_237,2,Partial - Partial version control
AR_237,3,No - No reproducibility
AR_237,4,Not Applicable - No model development
AR_238,1,Low (0-33%)
AR_238,2,Moderate (34-66%)
AR_238,3,High (67-100%)
AR_238,4,Not Applicable
AR_239,1,Yes - Comprehensive MLOps controls
AR_239,2,Partial - Basic environment separation
AR_239,3,No - No MLOps controls
AR_239,4,Not Applicable - No ML operations
AR_240,1,Yes - Continuous monitoring with alerts
AR_240,2,Partial - Periodic monitoring only
AR_240,3,No - No drift monitoring
AR_240,4,Not Applicable - No production systems
AR_241,1,Yes - Thresholds with auto interventions
AR_241,2,Partial - Thresholds partially enforced
AR_241,3,No - No threshold documentation
AR_241,4,Not Applicable - No monitoring
AR_242,1,Yes - Oversight roles with logging
AR_242,2,Partial - Oversight roles partially enforced
AR_242,3,No - No oversight roles
AR_242,4,Not Applicable - No high-stakes systems
AR_243,1,Yes - Strict retraining governance
AR_243,2,Partial - Basic validation only
AR_243,3,No - No retraining governance
AR_243,4,Not Applicable - No automated retraining
AR_244,1,Yes - Classification with horizon scanning
AR_244,2,Partial - Classification without scanning
AR_244,3,No - No formal classification
AR_244,4,Not Applicable - No AI systems
AR_245,1,Yes - Enhanced controls for high-risk
AR_245,2,Partial - Some enhanced controls
AR_245,3,No - No enhanced controls
AR_245,4,Not Applicable - No high-risk systems
AR_246,1,Yes - Documentation required with sign-off
AR_246,2,Partial - Documentation without enforcement
AR_246,3,No - No documentation requirements
AR_246,4,Not Applicable - No deployments
AR_247,1,Low (0-33%)
AR_247,2,Moderate (34-66%)
AR_247,3,High (67-100%)
AR_247,4,Not Applicable
AR_248,1,Yes - Impact assessment before updates
AR_248,2,Partial - Update assessments partially performed
AR_248,3,No - No update assessments
AR_248,4,Not Applicable - No third-party models
AR_249,1,Low (0-33%)
AR_249,2,Moderate (34-66%)
AR_249,3,High (67-100%)
AR_249,4,Not Applicable
AR_250,1,Yes - Comprehensive adversarial testing
AR_250,2,Partial - Limited testing conducted
AR_250,3,No - No adversarial testing
AR_250,4,Not Applicable - No generative AI
AR_251,1,Yes - Automated teardown in CI/CD
AR_251,2,Partial - Teardown partially automated
AR_251,3,No - No teardown processes
AR_251,4,Not Applicable - No deployments
AR_252,1,1-2 (Low/Limited)
AR_252,2,3 (Moderate)
AR_252,3,4-5 (High/Strong)
AR_252,4,Not Applicable
AR_253,1,Yes - Documentation standards formally defined
AR_253,2,Partial - Informal documentation practices
AR_253,3,No - No documentation standards
AR_253,4,Not Applicable - No AI systems
AR_254,1,Yes - Logging requirements formally defined
AR_254,2,Partial - Basic logging without review
AR_254,3,No - No logging requirements
AR_254,4,Not Applicable - No AI systems
AR_255,1,1-2 (Low/Limited)
AR_255,2,3 (Moderate)
AR_255,3,4-5 (High/Strong)
AR_255,4,Not Applicable
AR_256,1,Yes - Acquisition criteria formally defined
AR_256,2,Partial - Acquisition criteria partially defined
AR_256,3,No - No acquisition criteria
AR_256,4,Not Applicable - No data acquisition
AR_257,1,Yes - Quality requirements with validation
AR_257,2,Partial - Requirements without validation
AR_257,3,No - No quality requirements
AR_257,4,Not Applicable - No AI data
AR_258,1,Yes - Automated provenance tracking enforced
AR_258,2,Partial - Provenance tracking partially automated
AR_258,3,No - No provenance tracking
AR_258,4,Not Applicable - No AI data
AR_259,1,Yes - Preparation criteria with reproducibility
AR_259,2,Partial - Preparation controls partially implemented
AR_259,3,No - No preparation criteria
AR_259,4,Not Applicable - No data preparation
AR_260,1,1-2 (Low/Limited)
AR_260,2,3 (Moderate)
AR_260,3,4-5 (High/Strong)
AR_260,4,Not Applicable
AR_261,1,Yes - Poisoning detection controls implemented
AR_261,2,Partial - Basic anomaly detection
AR_261,3,No - No poisoning controls
AR_261,4,Not Applicable - No training data
AR_262,1,Low (0-33%)
AR_262,2,Moderate (34-66%)
AR_262,3,High (67-100%)
AR_262,4,Not Applicable
AR_263,1,Yes - Retention policy documented and enforced
AR_263,2,Partial - Policy without enforcement
AR_263,3,No - No retention policy
AR_263,4,Not Applicable - No retention requirements
AR_264,1,1-2 (Low/Limited)
AR_264,2,3 (Moderate)
AR_264,3,4-5 (High/Strong)
AR_264,4,Not Applicable
AR_265,1,Yes - Adversarial scenarios actively simulated
AR_265,2,Partial - Limited scenario testing
AR_265,3,No - No adversarial testing
AR_265,4,Not Applicable - No drift monitoring
AR_266,1,Yes - Auto circuit breakers configured
AR_266,2,Partial - Manual quality gates
AR_266,3,No - No circuit breakers
AR_266,4,Not Applicable - No retraining pipelines
AR_267,1,Yes - Transfers documented and reviewed
AR_267,2,Partial - Documented without reviews
AR_267,3,No - No transfer documentation
AR_267,4,Not Applicable - No cross-border transfers
AR_268,1,Yes - Minimization principles enforced
AR_268,2,Partial - Minimization controls partially enforced
AR_268,3,No - No minimization controls
AR_268,4,Not Applicable - No data collection
AR_269,1,Low (0-33%)
AR_269,2,Moderate (34-66%)
AR_269,3,High (67-100%)
AR_269,4,Not Applicable
AR_270,1,Yes - Comprehensive training data assessment
AR_270,2,Partial - Basic vendor review
AR_270,3,No - No risk assessment
AR_270,4,Not Applicable - No third-party models
AR_271,1,Yes - Subject rights impact assessed
AR_271,2,Partial - Assessed without regular updates
AR_271,3,No - No rights assessment
AR_271,4,Not Applicable - No personal data
AR_272,1,Yes - Purpose compatibility assessed
AR_272,2,Partial - Compatibility assessment partially performed
