QID,Question_Group
AR_216,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_217,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_218,"Question Group 004: Designing technical safeguards, advisory-gating, human override protocols (HOVER), and fail-safe architectures for high-stakes actions (e.g., financial controls, legal drafting)."
AR_219,"Question Group 006: Quantifying residual AI risk, maintaining dynamic risk dashboards, and formally integrating outcomes into Enterprise Risk Management (ERM) registers and corporate liability insurance."
AR_220,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_221,"Question Group 006: Quantifying residual AI risk, maintaining dynamic risk dashboards, and formally integrating outcomes into Enterprise Risk Management (ERM) registers and corporate liability insurance."
AR_222,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_223,"Question Group 009: Facilitating direct, qualitative consultation and engagement with external stakeholders, community representatives, and vulnerable groups affected by AI deployments."
AR_224,"Question Group 010: Operating formal incident intake channels and systematically analyzing user feedback, adverse impact reports, and complaints over time to continuously update risk baselines."
AR_225,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_226,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_227,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_228,"Question Group 011: Conducting multi-jurisdictional regulatory horizon scanning, mapping cross-border legal obligations, and determining domain-specific compliance classifications (e.g., Medical Devices)."
AR_229,"Question Group 012: Authoring public-facing transparency notices, UX safeguards, and plain-language model limitations."
AR_230,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_231,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_232,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_233,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_234,"Question Group 003: Structuring the AI organization, governing personnel, RACI documentation, and chartering Board-level oversight."
AR_235,"Question Group 013: Governing AI training pipelines to ensure cryptographic provenance, validate synthetic data, and manage schema drift."
AR_236,"Question Group 038: Auditing feature engineering pipelines to strictly isolate transformations, prevent data leakage, verify fairness representations, and test embedding reversibility."
AR_237,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_238,"Question Group 014: Executing structurally independent, cross-functional validation, formal challenge, and pre-deployment stress-testing of AI models."
AR_239,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_240,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_241,"Question Group 015: Configuring continuous live monitoring for model drift, concept drift, reasoning drift, and automated business-logic anomalies (pricing, margin erosion)."
AR_242,"Question Group 004: Designing technical safeguards, advisory-gating, human override protocols (HOVER), and fail-safe architectures for high-stakes actions (e.g., financial controls, legal drafting)."
AR_243,"Question Group 007: Architecting secure MLOps pipelines, enforcing automated lifecycle stage-gates, and executing rigorous IT change management and release validation protocols."
AR_244,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_245,"Question Group 005: Defining formal intended use cases, establishing out-of-scope boundaries, and executing tiered, multidimensional AI Impact Assessments (AIIA) across the lifecycle."
AR_246,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_247,"Question Group 001: Governing Third-Party Risk Management (TPRM) for AI vendors, including concentration thresholds, contractual SLAs, sub-processor mapping, and exit strategies."
AR_248,"Question Group 001: Governing Third-Party Risk Management (TPRM) for AI vendors, including concentration thresholds, contractual SLAs, sub-processor mapping, and exit strategies."
AR_249,"Question Group 016: Engineering and validating GenAI prompts, RAG corpora, runtime guardrails, and indirect prompt injection defenses."
AR_250,"Question Group 017: Conducting red-teaming, adversarial stress-testing (RAG poisoning, model inversion/privacy attacks), and data poisoning defense."
AR_251,"Question Group 018: Executing formal end-of-life decommissioning procedures for AI systems, including downstream dependency mapping, secure data disposal, and API endpoint revocation."
AR_252,"Question Group 018: Executing formal end-of-life decommissioning procedures for AI systems, including downstream dependency mapping, secure data disposal, and API endpoint revocation."
